asset_id,asset_type,name,location,root,relative_path,top_folder,subfolder,extension,size_mb,modified,possible_role
A3167,script,simulacion_examen 12.do,sources/part_ii\52_EHogares_monica\B. Do files\simulacion_examen 12.do,sources/part_ii,52_EHogares_monica/B. Do files/simulacion_examen 12.do,52_EHogares_monica,B. Do files,.do,0.007,2021-02-04,existing_processing_script
A3168,script,simulacion_mata-stata.do,sources/part_ii\52_EHogares_monica\B. Do files\simulacion_mata-stata.do,sources/part_ii,52_EHogares_monica/B. Do files/simulacion_mata-stata.do,52_EHogares_monica,B. Do files,.do,0.001,2016-04-19,existing_processing_script
A3169,script,simulacion_repaso 12.do,sources/part_ii\52_EHogares_monica\B. Do files\simulacion_repaso 12.do,sources/part_ii,52_EHogares_monica/B. Do files/simulacion_repaso 12.do,52_EHogares_monica,B. Do files,.do,0.007,2019-02-25,existing_processing_script
A3170,script,Tesis formulas v4.do,sources/part_ii\52_EHogares_monica\B. Do files\Tesis formulas v4.do,sources/part_ii,52_EHogares_monica/B. Do files/Tesis formulas v4.do,52_EHogares_monica,B. Do files,.do,0.001,2015-11-03,existing_processing_script
A3171,script,Tobit tesis v1. v4.do,sources/part_ii\52_EHogares_monica\B. Do files\Tobit tesis v1. v4.do,sources/part_ii,52_EHogares_monica/B. Do files/Tobit tesis v1. v4.do,52_EHogares_monica,B. Do files,.do,0.001,2015-11-06,existing_processing_script
A3172,script,Tobit tesis v4.do,sources/part_ii\52_EHogares_monica\B. Do files\Tobit tesis v4.do,sources/part_ii,52_EHogares_monica/B. Do files/Tobit tesis v4.do,52_EHogares_monica,B. Do files,.do,0.001,2015-11-04,existing_processing_script
A3173,script,transferencias gob-hog.do,sources/part_ii\52_EHogares_monica\B. Do files\transferencias gob-hog.do,sources/part_ii,52_EHogares_monica/B. Do files/transferencias gob-hog.do,52_EHogares_monica,B. Do files,.do,0.001,2015-09-30,existing_processing_script
A3174,script,translate unicode.do,sources/part_ii\52_EHogares_monica\B. Do files\translate unicode.do,sources/part_ii,52_EHogares_monica/B. Do files/translate unicode.do,52_EHogares_monica,B. Do files,.do,0.0,2018-04-18,existing_processing_script
A3175,script,Tratamiento_folio-paises.do,sources/part_ii\52_EHogares_monica\B. Do files\Tratamiento_folio-paises.do,sources/part_ii,52_EHogares_monica/B. Do files/Tratamiento_folio-paises.do,52_EHogares_monica,B. Do files,.do,0.003,2016-02-17,existing_processing_script
A3176,script,variable catagre.do,sources/part_ii\52_EHogares_monica\B. Do files\variable catagre.do,sources/part_ii,52_EHogares_monica/B. Do files/variable catagre.do,52_EHogares_monica,B. Do files,.do,0.041,2016-01-18,existing_processing_script
A3177,script,variable codp.do,sources/part_ii\52_EHogares_monica\B. Do files\variable codp.do,sources/part_ii,52_EHogares_monica/B. Do files/variable codp.do,52_EHogares_monica,B. Do files,.do,0.005,2016-07-07,existing_processing_script
A3178,script,variable dias x sem.do,sources/part_ii\52_EHogares_monica\B. Do files\variable dias x sem.do,sources/part_ii,52_EHogares_monica/B. Do files/variable dias x sem.do,52_EHogares_monica,B. Do files,.do,0.001,2015-12-10,existing_processing_script
A3179,script,variable exclus.do,sources/part_ii\52_EHogares_monica\B. Do files\variable exclus.do,sources/part_ii,52_EHogares_monica/B. Do files/variable exclus.do,52_EHogares_monica,B. Do files,.do,0.006,2016-01-20,existing_processing_script
A3180,script,variable horas.do,sources/part_ii\52_EHogares_monica\B. Do files\variable horas.do,sources/part_ii,52_EHogares_monica/B. Do files/variable horas.do,52_EHogares_monica,B. Do files,.do,0.009,2016-01-18,existing_processing_script
A3181,script,variable mensual.do,sources/part_ii\52_EHogares_monica\B. Do files\variable mensual.do,sources/part_ii,52_EHogares_monica/B. Do files/variable mensual.do,52_EHogares_monica,B. Do files,.do,0.005,2016-01-18,existing_processing_script
A3182,script,variable size.do,sources/part_ii\52_EHogares_monica\B. Do files\variable size.do,sources/part_ii,52_EHogares_monica/B. Do files/variable size.do,52_EHogares_monica,B. Do files,.do,0.003,2016-01-18,existing_processing_script
A3183,script,variable solte.do,sources/part_ii\52_EHogares_monica\B. Do files\variable solte.do,sources/part_ii,52_EHogares_monica/B. Do files/variable solte.do,52_EHogares_monica,B. Do files,.do,0.0,2016-01-18,existing_processing_script
A3184,script,variable stdly 89 y 12.do,sources/part_ii\52_EHogares_monica\B. Do files\variable stdly 89 y 12.do,sources/part_ii,52_EHogares_monica/B. Do files/variable stdly 89 y 12.do,52_EHogares_monica,B. Do files,.do,0.001,2016-01-18,existing_processing_script
A3185,script,variable tdes tces.do,sources/part_ii\52_EHogares_monica\B. Do files\variable tdes tces.do,sources/part_ii,52_EHogares_monica/B. Do files/variable tdes tces.do,52_EHogares_monica,B. Do files,.do,0.021,2016-01-18,existing_processing_script
A3186,script,variables 89-95.do,sources/part_ii\52_EHogares_monica\B. Do files\variables 89-95.do,sources/part_ii,52_EHogares_monica/B. Do files/variables 89-95.do,52_EHogares_monica,B. Do files,.do,0.055,2015-12-08,existing_processing_script
A3187,script,Variables post append1paso (2).do,sources/part_ii\52_EHogares_monica\B. Do files\Variables post append1paso (2).do,sources/part_ii,52_EHogares_monica/B. Do files/Variables post append1paso (2).do,52_EHogares_monica,B. Do files,.do,0.047,2016-01-11,existing_processing_script
A3188,script,variablesparaappend2012.do,sources/part_ii\52_EHogares_monica\B. Do files\variablesparaappend2012.do,sources/part_ii,52_EHogares_monica/B. Do files/variablesparaappend2012.do,52_EHogares_monica,B. Do files,.do,0.006,2019-02-25,existing_processing_script
A3189,script,variablesparaappend2013.do,sources/part_ii\52_EHogares_monica\B. Do files\variablesparaappend2013.do,sources/part_ii,52_EHogares_monica/B. Do files/variablesparaappend2013.do,52_EHogares_monica,B. Do files,.do,0.008,2019-02-25,existing_processing_script
A3190,documentation,"1990, cuestionario INTEGRADAS1990.pdf","sources/part_ii\52_EHogares_monica\C. Cuestionarios 1989 2022\1990, cuestionario INTEGRADAS1990.pdf",sources/part_ii,"52_EHogares_monica/C. Cuestionarios 1989 2022/1990, cuestionario INTEGRADAS1990.pdf",52_EHogares_monica,C. Cuestionarios 1989 2022,.pdf,2.593,2016-08-23,codebook_or_metadata
A3191,documentation,"1994, cuestionario INTEGRADAS1994.pdf","sources/part_ii\52_EHogares_monica\C. Cuestionarios 1989 2022\1994, cuestionario INTEGRADAS1994.pdf",sources/part_ii,"52_EHogares_monica/C. Cuestionarios 1989 2022/1994, cuestionario INTEGRADAS1994.pdf",52_EHogares_monica,C. Cuestionarios 1989 2022,.pdf,4.644,2015-12-11,codebook_or_metadata
A3192,documentation,"1995, cuestionario INTEGRADAS1995.pdf","sources/part_ii\52_EHogares_monica\C. Cuestionarios 1989 2022\1995, cuestionario INTEGRADAS1995.pdf",sources/part_ii,"52_EHogares_monica/C. Cuestionarios 1989 2022/1995, cuestionario INTEGRADAS1995.pdf",52_EHogares_monica,C. Cuestionarios 1989 2022,.pdf,1.259,2015-12-11,codebook_or_metadata
A3193,documentation,"1999, CUESTIONARIO MECOVI1999.pdf","sources/part_ii\52_EHogares_monica\C. Cuestionarios 1989 2022\1999, CUESTIONARIO MECOVI1999.pdf",sources/part_ii,"52_EHogares_monica/C. Cuestionarios 1989 2022/1999, CUESTIONARIO MECOVI1999.pdf",52_EHogares_monica,C. Cuestionarios 1989 2022,.pdf,0.252,2015-12-11,codebook_or_metadata
A3205,documentation,"2001, Cuestionario EH-2001.pdf","sources/part_ii\52_EHogares_monica\C. Cuestionarios 1989 2022\2001, Cuestionario EH-2001.pdf",sources/part_ii,"52_EHogares_monica/C. Cuestionarios 1989 2022/2001, Cuestionario EH-2001.pdf",52_EHogares_monica,C. Cuestionarios 1989 2022,.pdf,0.252,2002-06-19,codebook_or_metadata
A3206,documentation,"2002, CUESTIONARIO MECOVI 2002_final.pdf","sources/part_ii\52_EHogares_monica\C. Cuestionarios 1989 2022\2002, CUESTIONARIO MECOVI 2002_final.pdf",sources/part_ii,"52_EHogares_monica/C. Cuestionarios 1989 2022/2002, CUESTIONARIO MECOVI 2002_final.pdf",52_EHogares_monica,C. Cuestionarios 1989 2022,.pdf,0.289,2003-05-30,codebook_or_metadata
A3207,documentation,"2003, cuestionario MECOVI2003-2004.pdf","sources/part_ii\52_EHogares_monica\C. Cuestionarios 1989 2022\2003, cuestionario MECOVI2003-2004.pdf",sources/part_ii,"52_EHogares_monica/C. Cuestionarios 1989 2022/2003, cuestionario MECOVI2003-2004.pdf",52_EHogares_monica,C. Cuestionarios 1989 2022,.pdf,12.307,2015-12-11,codebook_or_metadata
A3212,documentation,"2007, Cuestionario_EH2007.pdf","sources/part_ii\52_EHogares_monica\C. Cuestionarios 1989 2022\2007, Cuestionario_EH2007.pdf",sources/part_ii,"52_EHogares_monica/C. Cuestionarios 1989 2022/2007, Cuestionario_EH2007.pdf",52_EHogares_monica,C. Cuestionarios 1989 2022,.pdf,0.412,2015-12-11,codebook_or_metadata
A3220,documentation,"2014, Cuestionario EH-2014.pdf","sources/part_ii\52_EHogares_monica\C. Cuestionarios 1989 2022\2014, Cuestionario EH-2014.pdf",sources/part_ii,"52_EHogares_monica/C. Cuestionarios 1989 2022/2014, Cuestionario EH-2014.pdf",52_EHogares_monica,C. Cuestionarios 1989 2022,.pdf,0.604,2014-10-30,codebook_or_metadata
A3221,documentation,"2019, Cuestionario_EH2019.pdf","sources/part_ii\52_EHogares_monica\C. Cuestionarios 1989 2022\2019, Cuestionario_EH2019.pdf",sources/part_ii,"52_EHogares_monica/C. Cuestionarios 1989 2022/2019, Cuestionario_EH2019.pdf",52_EHogares_monica,C. Cuestionarios 1989 2022,.pdf,1.818,2024-01-13,codebook_or_metadata
A3222,documentation,"2020, CUESTIONARIO EH2020.pdf","sources/part_ii\52_EHogares_monica\C. Cuestionarios 1989 2022\2020, CUESTIONARIO EH2020.pdf",sources/part_ii,"52_EHogares_monica/C. Cuestionarios 1989 2022/2020, CUESTIONARIO EH2020.pdf",52_EHogares_monica,C. Cuestionarios 1989 2022,.pdf,1.373,2024-01-13,codebook_or_metadata
A3223,documentation,"2021, Cuestionario_EH2021.pdf","sources/part_ii\52_EHogares_monica\C. Cuestionarios 1989 2022\2021, Cuestionario_EH2021.pdf",sources/part_ii,"52_EHogares_monica/C. Cuestionarios 1989 2022/2021, Cuestionario_EH2021.pdf",52_EHogares_monica,C. Cuestionarios 1989 2022,.pdf,1.746,2024-01-13,codebook_or_metadata
A3229,documentation,ddi-documentation-spanish-106-2024.pdf,sources/part_ii\52_EHogares_monica\C. Cuestionarios 1989 2022\ddi-documentation-spanish-106-2024.pdf,sources/part_ii,52_EHogares_monica/C. Cuestionarios 1989 2022/ddi-documentation-spanish-106-2024.pdf,52_EHogares_monica,C. Cuestionarios 1989 2022,.pdf,0.523,2026-02-07,codebook_or_metadata
A3230,documentation,ddi-documentation-spanish-108-2023.pdf,sources/part_ii\52_EHogares_monica\C. Cuestionarios 1989 2022\ddi-documentation-spanish-108-2023.pdf,sources/part_ii,52_EHogares_monica/C. Cuestionarios 1989 2022/ddi-documentation-spanish-108-2023.pdf,52_EHogares_monica,C. Cuestionarios 1989 2022,.pdf,0.58,2026-02-07,codebook_or_metadata
A3231,documentation,ddi-documentation-spanish-163-2022.pdf,sources/part_ii\52_EHogares_monica\C. Cuestionarios 1989 2022\ddi-documentation-spanish-163-2022.pdf,sources/part_ii,52_EHogares_monica/C. Cuestionarios 1989 2022/ddi-documentation-spanish-163-2022.pdf,52_EHogares_monica,C. Cuestionarios 1989 2022,.pdf,0.574,2026-02-07,codebook_or_metadata
A3232,documentation,2-5.pdf,sources/part_ii\52_EHogares_monica\D. Metadatos 1990 2013\2-5.pdf,sources/part_ii,52_EHogares_monica/D. Metadatos 1990 2013/2-5.pdf,52_EHogares_monica,D. Metadatos 1990 2013,.pdf,0.796,2015-12-11,methodological_documentation
A3233,documentation,2-BOL1994.0GOB.pdf,sources/part_ii\52_EHogares_monica\D. Metadatos 1990 2013\2-BOL1994.0GOB.pdf,sources/part_ii,52_EHogares_monica/D. Metadatos 1990 2013/2-BOL1994.0GOB.pdf,52_EHogares_monica,D. Metadatos 1990 2013,.pdf,0.604,2015-12-11,methodological_documentation
A3234,documentation,2-ENCUESTA DE HOGARES ANALISIS 2005.pdf,sources/part_ii\52_EHogares_monica\D. Metadatos 1990 2013\2-ENCUESTA DE HOGARES ANALISIS 2005.pdf,sources/part_ii,52_EHogares_monica/D. Metadatos 1990 2013/2-ENCUESTA DE HOGARES ANALISIS 2005.pdf,52_EHogares_monica,D. Metadatos 1990 2013,.pdf,2.52,2015-12-11,methodological_documentation
A3235,documentation,2-ine-tran-pc-01-2011(1).pdf,sources/part_ii\52_EHogares_monica\D. Metadatos 1990 2013\2-ine-tran-pc-01-2011(1).pdf,sources/part_ii,52_EHogares_monica/D. Metadatos 1990 2013/2-ine-tran-pc-01-2011(1).pdf,52_EHogares_monica,D. Metadatos 1990 2013,.pdf,0.452,2015-12-10,methodological_documentation
A3236,documentation,2-Metodologia MECOVI1999.pdf,sources/part_ii\52_EHogares_monica\D. Metadatos 1990 2013\2-Metodologia MECOVI1999.pdf,sources/part_ii,52_EHogares_monica/D. Metadatos 1990 2013/2-Metodologia MECOVI1999.pdf,52_EHogares_monica,D. Metadatos 1990 2013,.pdf,0.179,2015-12-11,methodological_documentation
A3237,documentation,2-NP_2014_176.pdf,sources/part_ii\52_EHogares_monica\D. Metadatos 1990 2013\2-NP_2014_176.pdf,sources/part_ii,52_EHogares_monica/D. Metadatos 1990 2013/2-NP_2014_176.pdf,52_EHogares_monica,D. Metadatos 1990 2013,.pdf,0.352,2015-12-11,methodological_documentation
A3238,documentation,Bolivia2003-2004cues.pdf,sources/part_ii\52_EHogares_monica\D. Metadatos 1990 2013\Bolivia2003-2004cues.pdf,sources/part_ii,52_EHogares_monica/D. Metadatos 1990 2013/Bolivia2003-2004cues.pdf,52_EHogares_monica,D. Metadatos 1990 2013,.pdf,12.307,2015-12-11,methodological_documentation
A3239,documentation,ddi-documentation-spanish-106-2024.pdf,sources/part_ii\52_EHogares_monica\D. Metadatos 1990 2013\ddi-documentation-spanish-106-2024.pdf,sources/part_ii,52_EHogares_monica/D. Metadatos 1990 2013/ddi-documentation-spanish-106-2024.pdf,52_EHogares_monica,D. Metadatos 1990 2013,.pdf,0.523,2026-02-07,methodological_documentation
A3240,documentation,ddi-documentation-spanish-108-2023.pdf,sources/part_ii\52_EHogares_monica\D. Metadatos 1990 2013\ddi-documentation-spanish-108-2023.pdf,sources/part_ii,52_EHogares_monica/D. Metadatos 1990 2013/ddi-documentation-spanish-108-2023.pdf,52_EHogares_monica,D. Metadatos 1990 2013,.pdf,0.58,2026-02-07,methodological_documentation
A3241,documentation,ddi-documentation-spanish-163-2022.pdf,sources/part_ii\52_EHogares_monica\D. Metadatos 1990 2013\ddi-documentation-spanish-163-2022.pdf,sources/part_ii,52_EHogares_monica/D. Metadatos 1990 2013/ddi-documentation-spanish-163-2022.pdf,52_EHogares_monica,D. Metadatos 1990 2013,.pdf,0.574,2026-02-07,methodological_documentation
A3242,documentation,Metadatos EH 1999.pdf,sources/part_ii\52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 1999.pdf,sources/part_ii,52_EHogares_monica/D. Metadatos 1990 2013/Metadatos EH 1999.pdf,52_EHogares_monica,D. Metadatos 1990 2013,.pdf,0.556,2015-12-11,methodological_documentation
A3243,documentation,Metadatos EH 2000.pdf,sources/part_ii\52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2000.pdf,sources/part_ii,52_EHogares_monica/D. Metadatos 1990 2013/Metadatos EH 2000.pdf,52_EHogares_monica,D. Metadatos 1990 2013,.pdf,1.505,2015-12-11,methodological_documentation
A3244,documentation,Metadatos EH 2001.pdf,sources/part_ii\52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2001.pdf,sources/part_ii,52_EHogares_monica/D. Metadatos 1990 2013/Metadatos EH 2001.pdf,52_EHogares_monica,D. Metadatos 1990 2013,.pdf,1.505,2015-12-11,methodological_documentation
A3245,documentation,Metadatos EH 2005.pdf,sources/part_ii\52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2005.pdf,sources/part_ii,52_EHogares_monica/D. Metadatos 1990 2013/Metadatos EH 2005.pdf,52_EHogares_monica,D. Metadatos 1990 2013,.pdf,2.488,2015-12-11,methodological_documentation
A3246,documentation,Metadatos EH 2006.pdf,sources/part_ii\52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2006.pdf,sources/part_ii,52_EHogares_monica/D. Metadatos 1990 2013/Metadatos EH 2006.pdf,52_EHogares_monica,D. Metadatos 1990 2013,.pdf,3.26,2015-12-11,methodological_documentation
A3247,documentation,Metadatos EH 2007.pdf,sources/part_ii\52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2007.pdf,sources/part_ii,52_EHogares_monica/D. Metadatos 1990 2013/Metadatos EH 2007.pdf,52_EHogares_monica,D. Metadatos 1990 2013,.pdf,2.43,2015-12-11,methodological_documentation
A3248,documentation,Metadatos EH 2008.pdf,sources/part_ii\52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2008.pdf,sources/part_ii,52_EHogares_monica/D. Metadatos 1990 2013/Metadatos EH 2008.pdf,52_EHogares_monica,D. Metadatos 1990 2013,.pdf,2.525,2015-12-11,methodological_documentation
A3249,documentation,Metadatos EH 2009.pdf,sources/part_ii\52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2009.pdf,sources/part_ii,52_EHogares_monica/D. Metadatos 1990 2013/Metadatos EH 2009.pdf,52_EHogares_monica,D. Metadatos 1990 2013,.pdf,3.254,2015-12-11,methodological_documentation
A3250,documentation,Metadatos EH 2011.pdf,sources/part_ii\52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2011.pdf,sources/part_ii,52_EHogares_monica/D. Metadatos 1990 2013/Metadatos EH 2011.pdf,52_EHogares_monica,D. Metadatos 1990 2013,.pdf,0.815,2015-12-11,methodological_documentation
A3324,script,PanelData_EHogares_Bolivia_all-variables_Codex.py,sources/part_ii\52_EHogares_monica\PanelData_EHogares_Bolivia_all-variables_Codex.py,sources/part_ii,52_EHogares_monica/PanelData_EHogares_Bolivia_all-variables_Codex.py,52_EHogares_monica,PanelData_EHogares_Bolivia_all-variables_Codex.py,.py,0.011,2026-06-19,existing_processing_script
A3359,script,PanelData_Harvard_ATLAS_country-partner-product-year_Codex.py,sources/part_ii\53_Harvard - ATLAS\PanelData_Harvard_ATLAS_country-partner-product-year_Codex.py,sources/part_ii,53_Harvard - ATLAS/PanelData_Harvard_ATLAS_country-partner-product-year_Codex.py,53_Harvard - ATLAS,PanelData_Harvard_ATLAS_country-partner-product-year_Codex.py,.py,0.005,2026-06-19,existing_processing_script
A3391,script,PanelData_USworld_country-year.R,sources/part_ii\54_International Energy Data - USworld\PanelData_USworld_country-year.R,sources/part_ii,54_International Energy Data - USworld/PanelData_USworld_country-year.R,54_International Energy Data - USworld,PanelData_USworld_country-year.R,.r,0.008,2026-06-12,existing_processing_script
A3445,script,PanelData_WDI_GDP_country-year_Codex.R,sources/part_ii\56_WDI_gdp\PanelData_WDI_GDP_country-year_Codex.R,sources/part_ii,56_WDI_gdp/PanelData_WDI_GDP_country-year_Codex.R,56_WDI_gdp,PanelData_WDI_GDP_country-year_Codex.R,.r,0.001,2026-06-19,existing_processing_script
A3447,script,Abrir_panel_global_revision.R,sources/part_ii\Abrir_panel_global_revision.R,sources/part_ii,Abrir_panel_global_revision.R,Abrir_panel_global_revision.R,,.r,0.001,2026-06-20,existing_processing_script
A3461,script,create_panel_characteristics_image.py,sources/part_ii\create_panel_characteristics_image.py,sources/part_ii,create_panel_characteristics_image.py,create_panel_characteristics_image.py,,.py,0.004,2026-06-20,existing_processing_script
A3462,script,create_panel_characteristics_table.py,sources/part_ii\create_panel_characteristics_table.py,sources/part_ii,create_panel_characteristics_table.py,create_panel_characteristics_table.py,,.py,0.004,2026-06-20,existing_processing_script
A3463,script,create_panel_global_review_rds.py,sources/part_ii\create_panel_global_review_rds.py,sources/part_ii,create_panel_global_review_rds.py,create_panel_global_review_rds.py,,.py,0.003,2026-06-20,existing_processing_script
A3473,documentation,panel_global_summary.json,sources/part_ii\panel_global_summary.json,sources/part_ii,panel_global_summary.json,panel_global_summary.json,,.json,0.0,2026-06-20,methodological_documentation
A3630,script,PanelData_BACI_country-year+.R,sources/part_i\10_CEPII Gravity\PanelData_BACI_country-year+.R,sources/part_i,10_CEPII Gravity/PanelData_BACI_country-year+.R,10_CEPII Gravity,PanelData_BACI_country-year+.R,.r,0.022,2026-06-16,existing_processing_script
A3631,script,PanelData_BACI_country-year.R,sources/part_i\10_CEPII Gravity\PanelData_BACI_country-year.R,sources/part_i,10_CEPII Gravity/PanelData_BACI_country-year.R,10_CEPII Gravity,PanelData_BACI_country-year.R,.r,0.006,2026-06-11,existing_processing_script
A3632,script,PanelData_CEPII_country-year+.R,sources/part_i\10_CEPII Gravity\PanelData_CEPII_country-year+.R,sources/part_i,10_CEPII Gravity/PanelData_CEPII_country-year+.R,10_CEPII Gravity,PanelData_CEPII_country-year+.R,.r,0.025,2026-06-16,existing_processing_script
A3633,script,PanelData_CEPII_country-year.R,sources/part_i\10_CEPII Gravity\PanelData_CEPII_country-year.R,sources/part_i,10_CEPII Gravity/PanelData_CEPII_country-year.R,10_CEPII Gravity,PanelData_CEPII_country-year.R,.r,0.008,2026-06-11,existing_processing_script
A3714,script,PanelData_GINI_country-year+.R,sources/part_i\11_WB - GINI\PanelData_GINI_country-year+.R,sources/part_i,11_WB - GINI/PanelData_GINI_country-year+.R,11_WB - GINI,PanelData_GINI_country-year+.R,.r,0.015,2026-06-16,existing_processing_script
A3715,script,PanelData_GINI_country-year.R,sources/part_i\11_WB - GINI\PanelData_GINI_country-year.R,sources/part_i,11_WB - GINI/PanelData_GINI_country-year.R,11_WB - GINI,PanelData_GINI_country-year.R,.r,0.004,2026-06-11,existing_processing_script
A3753,script,PanelData_WTO_country-year+.R,sources/part_i\12_WTO\PanelData_WTO_country-year+.R,sources/part_i,12_WTO/PanelData_WTO_country-year+.R,12_WTO,PanelData_WTO_country-year+.R,.r,0.018,2026-06-16,existing_processing_script
A3754,script,PanelData_WTO_country-year.R,sources/part_i\12_WTO\PanelData_WTO_country-year.R,sources/part_i,12_WTO/PanelData_WTO_country-year.R,12_WTO,PanelData_WTO_country-year.R,.r,0.002,2026-06-11,existing_processing_script
A3759,script,ASPIRE_uniformizar_WB+.R,sources/part_i\1_WB - ASPIRE\ASPIRE_uniformizar_WB+.R,sources/part_i,1_WB - ASPIRE/ASPIRE_uniformizar_WB+.R,1_WB - ASPIRE,ASPIRE_uniformizar_WB+.R,.r,0.015,2026-06-15,existing_processing_script
A3760,script,ASPIRE_uniformizar_WB.R,sources/part_i\1_WB - ASPIRE\ASPIRE_uniformizar_WB.R,sources/part_i,1_WB - ASPIRE/ASPIRE_uniformizar_WB.R,1_WB - ASPIRE,ASPIRE_uniformizar_WB.R,.r,0.002,2026-06-10,existing_processing_script
A3801,script,PanelData_BarroLee_country-year+.R,sources/part_i\2_Barro-Lee Dataset\PanelData_BarroLee_country-year+.R,sources/part_i,2_Barro-Lee Dataset/PanelData_BarroLee_country-year+.R,2_Barro-Lee Dataset,PanelData_BarroLee_country-year+.R,.r,0.018,2026-06-15,existing_processing_script
A3802,script,PanelData_BarroLee_country-year.R,sources/part_i\2_Barro-Lee Dataset\PanelData_BarroLee_country-year.R,sources/part_i,2_Barro-Lee Dataset/PanelData_BarroLee_country-year.R,2_Barro-Lee Dataset,PanelData_BarroLee_country-year.R,.r,0.004,2026-06-11,existing_processing_script
A3803,documentation,readme.pdf,sources/part_i\3_WB - WGI\Datos_base\readme.pdf,sources/part_i,3_WB - WGI/Datos_base/readme.pdf,3_WB - WGI,Datos_base,.pdf,0.326,2024-09-27,methodological_documentation
A3822,script,PanelData_WGI_country-year+.R,sources/part_i\3_WB - WGI\PanelData_WGI_country-year+.R,sources/part_i,3_WB - WGI/PanelData_WGI_country-year+.R,3_WB - WGI,PanelData_WGI_country-year+.R,.r,0.019,2026-06-15,existing_processing_script
A3842,script,PanelData_UNCTAD_country-year+.R,sources/part_i\5_UNCTADstats\PanelData_UNCTAD_country-year+.R,sources/part_i,5_UNCTADstats/PanelData_UNCTAD_country-year+.R,5_UNCTADstats,PanelData_UNCTAD_country-year+.R,.r,0.021,2026-06-15,existing_processing_script
A3843,script,PanelData_UNCTAD_country-year.R,sources/part_i\5_UNCTADstats\PanelData_UNCTAD_country-year.R,sources/part_i,5_UNCTADstats/PanelData_UNCTAD_country-year.R,5_UNCTADstats,PanelData_UNCTAD_country-year.R,.r,0.006,2026-06-11,existing_processing_script
A3874,script,PanelData_FINDEX_country-year+.R,sources/part_i\6_FINDEX\PanelData_FINDEX_country-year+.R,sources/part_i,6_FINDEX/PanelData_FINDEX_country-year+.R,6_FINDEX,PanelData_FINDEX_country-year+.R,.r,0.02,2026-06-16,existing_processing_script
A3909,script,PanelData_IMF_country-year+.R,sources/part_i\7_IMF\PanelData_IMF_country-year+.R,sources/part_i,7_IMF/PanelData_IMF_country-year+.R,7_IMF,PanelData_IMF_country-year+.R,.r,0.021,2026-06-16,existing_processing_script
A3910,script,PanelData_IMF_country-year.R,sources/part_i\7_IMF\PanelData_IMF_country-year.R,sources/part_i,7_IMF/PanelData_IMF_country-year.R,7_IMF,PanelData_IMF_country-year.R,.r,0.007,2026-06-11,existing_processing_script
A3918,script,PanelData_WB_Commodity_country-year_Codex.R,sources/part_i\8_WB - Commodity-Prices\PanelData_WB_Commodity_country-year_Codex.R,sources/part_i,8_WB - Commodity-Prices/PanelData_WB_Commodity_country-year_Codex.R,8_WB - Commodity-Prices,PanelData_WB_Commodity_country-year_Codex.R,.r,0.002,2026-06-19,existing_processing_script
A3948,script,PanelData_Global-Financial-Development_country-year+.R,sources/part_i\9_Global Financial Development\PanelData_Global-Financial-Development_country-year+.R,sources/part_i,9_Global Financial Development/PanelData_Global-Financial-Development_country-year+.R,9_Global Financial Development,PanelData_Global-Financial-Development_country-year+.R,.r,0.02,2026-06-16,existing_processing_script
A3949,script,PanelData_Global-Financial-Development_country-year.R,sources/part_i\9_Global Financial Development\PanelData_Global-Financial-Development_country-year.R,sources/part_i,9_Global Financial Development/PanelData_Global-Financial-Development_country-year.R,9_Global Financial Development,PanelData_Global-Financial-Development_country-year.R,.r,0.004,2026-06-11,existing_processing_script
